Event	ID	Name			Wwise Object Path	Notes
	992244	Play_Shotgun			\Default Work Unit\Weapons\Play_Shotgun	
	311910498	Play_click			\Default Work Unit\UI\Play_click	
	1067811349	Play_normal_snip_attack			\Default Work Unit\Enemies\Play_normal_snip_attack	
	1074022805	Play_WhiteNoise			\Default Work Unit\Amb\Play_WhiteNoise	
	1182046178	Play_Music_Gameplay			\Default Work Unit\Play_Music_Gameplay	
	1629017912	Play_Single_Auto			\Default Work Unit\Weapons\Play_Single_Auto	
	1756926810	Play_char_damage			\Default Work Unit\Character\Play_char_damage	
	2211787386	Play_dash			\Default Work Unit\Character\Play_dash	
	2418170363	Play_Bazooka			\Default Work Unit\Weapons\Play_Bazooka	
	2507488987	Play_charger_attack			\Default Work Unit\Enemies\Play_charger_attack	
	2600469463	Play_steps			\Default Work Unit\Character\Play_steps	
	2925990347	Play_charger_death			\Default Work Unit\Enemies\Play_charger_death	
	3065695153	Play_bird_hit			\Default Work Unit\Enemies\Play_bird_hit	
	3539215392	Play_bird_death			\Default Work Unit\Enemies\Play_bird_death	
	3758914473	Play_normal_snip_death			\Default Work Unit\Enemies\Play_normal_snip_death	
	3788303255	Play_GateOpen			\Default Work Unit\Amb\Play_GateOpen	
	3893482503	Play_navigate			\Default Work Unit\UI\Play_navigate	
	4270539530	Play_ExpBaz			\Default Work Unit\Weapons\Play_ExpBaz	

Switch Group	ID	Name			Wwise Object Path	Notes
	3667359600	SWITCH_rooms			\Default Work Unit\SWITCH_rooms	
	4011692932	SWITCH_char_footsteps			\Default Work Unit\SWITCH_char_footsteps	

Switch	ID	Name	Switch Group			Notes
	3667359536	SWITCH_Room3	SWITCH_rooms			
	3667359537	SWITCH_Room2	SWITCH_rooms			
	3667359538	SWITCH_Room1	SWITCH_rooms			
	1983658940	SWITCH_tile	SWITCH_char_footsteps			
	2902377486	SWITCH_grass	SWITCH_char_footsteps			

State Group	ID	Name			Wwise Object Path	Notes
	1992488372	STATE_Music			\Default Work Unit\STATE_Music	

State	ID	Name	State Group			Notes
	387537969	STATE_Rooms	STATE_Music			
	748895195	None	STATE_Music			
	2052296799	STATE_Credits	STATE_Music			
	3900992838	STATE_Menu	STATE_Music			

Game Parameter	ID	Name			Wwise Object Path	Notes
	1488248637	RTPC_ext_rooms			\Default Work Unit\RTPC_ext_rooms	

Effect plug-ins	ID	Name	Type				Notes
	64956486	Wwise Compressor (Custom)	Wwise Compressor			
	290426066	Wwise Compressor (Custom)	Wwise Compressor			
	365637851	Wwise Guitar Distortion (Custom)	Wwise Guitar Distortion			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	26443093	CC-CK Punch Low Smack 04-002	C:\Users\jrivera\projects\unity\gmtk-jam-2022\gmtk-jam-2022_WwiseProject\.cache\Windows\SFX\CC-CK Punch Low Smack 04-002_363638FD.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\char_damage\Punch\CC-CK Punch Low Smack 04-002		31356
	27974589	grass-001	C:\Users\jrivera\projects\unity\gmtk-jam-2022\gmtk-jam-2022_WwiseProject\.cache\Windows\SFX\grass-001_C92D7041.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Locomotion\steps\grass\grass-001		60436
	65942660	tile-002	C:\Users\jrivera\projects\unity\gmtk-jam-2022\gmtk-jam-2022_WwiseProject\.cache\Windows\SFX\tile-002_CAAF4074.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Locomotion\steps\tile\tile-002		47252
	73006644	UI Navigate-002	C:\Users\jrivera\projects\unity\gmtk-jam-2022\gmtk-jam-2022_WwiseProject\.cache\Windows\SFX\UI Navigate-002_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\navigate\UI Navigate-002		0
	79678128	BT PUNCH Slap Bright-002	C:\Users\jrivera\projects\unity\gmtk-jam-2022\gmtk-jam-2022_WwiseProject\.cache\Windows\SFX\BT PUNCH Slap Bright-002_F5673D9B.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\char_damage\Slap\BT PUNCH Slap Bright-002		23432
	107841545	BirdDeath-001	C:\Users\jrivera\projects\unity\gmtk-jam-2022\gmtk-jam-2022_WwiseProject\.cache\Windows\SFX\BirdDeath-001_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Enemies\bird_death\BirdDeath-001		113360
	111375180	UI Navigate-001	C:\Users\jrivera\projects\unity\gmtk-jam-2022\gmtk-jam-2022_WwiseProject\.cache\Windows\SFX\UI Navigate-001_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\navigate\UI Navigate-001		0
